"Region";"Dato";"Indlæggelser"
Syddanmark;2021-07-19;2
Hovedstaden;2021-07-20;9
Midtjylland;2021-07-20;1
Sjælland;2021-07-20;2
Syddanmark;2021-07-20;2
Hovedstaden;2021-07-21;6
Midtjylland;2021-07-21;5
Sjælland;2021-07-21;1
Syddanmark;2021-07-21;1
Hovedstaden;2021-07-22;4
Midtjylland;2021-07-22;4
Sjælland;2021-07-22;4
Syddanmark;2021-07-22;2
Hovedstaden;2021-07-23;7
Midtjylland;2021-07-23;4
Sjælland;2021-07-23;1
Syddanmark;2021-07-23;1
Hovedstaden;2021-07-24;5
Midtjylland;2021-07-24;2
Sjælland;2021-07-24;1
Hovedstaden;2021-07-25;6
Midtjylland;2021-07-25;1
Nordjylland;2021-07-25;1
Sjælland;2021-07-25;3
Syddanmark;2021-07-25;5
Hovedstaden;2021-07-26;7
Midtjylland;2021-07-26;5
Sjælland;2021-07-26;1
Syddanmark;2021-07-26;4
Hovedstaden;2021-07-27;12
Midtjylland;2021-07-27;5
Nordjylland;2021-07-27;1
Sjælland;2021-07-27;2
Syddanmark;2021-07-27;4
Hovedstaden;2021-07-28;7
Midtjylland;2021-07-28;1
Sjælland;2021-07-28;3
Syddanmark;2021-07-28;4
Hovedstaden;2021-07-29;8
Midtjylland;2021-07-29;3
Nordjylland;2021-07-29;1
Sjælland;2021-07-29;2
Syddanmark;2021-07-29;2
Hovedstaden;2021-07-30;11
Midtjylland;2021-07-30;2
Nordjylland;2021-07-30;2
Sjælland;2021-07-30;2
Syddanmark;2021-07-30;2
Hovedstaden;2021-07-31;2
Midtjylland;2021-07-31;4
Nordjylland;2021-07-31;1
Sjælland;2021-07-31;2
Syddanmark;2021-07-31;1
Hovedstaden;2021-08-01;5
Midtjylland;2021-08-01;1
Sjælland;2021-08-01;3
Syddanmark;2021-08-01;2
Hovedstaden;2021-08-02;5
Midtjylland;2021-08-02;3
Sjælland;2021-08-02;2
Syddanmark;2021-08-02;2
Hovedstaden;2021-08-03;7
Midtjylland;2021-08-03;2
Sjælland;2021-08-03;7
Syddanmark;2021-08-03;1
Hovedstaden;2021-08-04;6
Midtjylland;2021-08-04;2
Sjælland;2021-08-04;3
Syddanmark;2021-08-04;1
Hovedstaden;2021-08-05;11
Midtjylland;2021-08-05;6
Nordjylland;2021-08-05;1
Sjælland;2021-08-05;1
Syddanmark;2021-08-05;6
Hovedstaden;2021-08-06;9
Midtjylland;2021-08-06;2
Nordjylland;2021-08-06;1
Sjælland;2021-08-06;3
Syddanmark;2021-08-06;3
Hovedstaden;2021-08-07;12
Midtjylland;2021-08-07;3
Nordjylland;2021-08-07;1
Sjælland;2021-08-07;1
Syddanmark;2021-08-07;4
Hovedstaden;2021-08-08;7
Midtjylland;2021-08-08;1
Sjælland;2021-08-08;1
Syddanmark;2021-08-08;7
Hovedstaden;2021-08-09;15
Midtjylland;2021-08-09;7
Nordjylland;2021-08-09;1
Syddanmark;2021-08-09;3
Hovedstaden;2021-08-10;9
Midtjylland;2021-08-10;12
Nordjylland;2021-08-10;1
Sjælland;2021-08-10;2
Syddanmark;2021-08-10;3
Hovedstaden;2021-08-11;17
Midtjylland;2021-08-11;3
Nordjylland;2021-08-11;3
Sjælland;2021-08-11;4
Syddanmark;2021-08-11;3
Hovedstaden;2021-08-12;11
Midtjylland;2021-08-12;7
Nordjylland;2021-08-12;1
Syddanmark;2021-08-12;6
Hovedstaden;2021-08-13;8
Midtjylland;2021-08-13;4
Nordjylland;2021-08-13;2
Sjælland;2021-08-13;4
Syddanmark;2021-08-13;3
Hovedstaden;2021-08-14;10
Midtjylland;2021-08-14;7
Nordjylland;2021-08-14;2
Sjælland;2021-08-14;1
Syddanmark;2021-08-14;5
Hovedstaden;2021-08-15;13
Midtjylland;2021-08-15;7
Nordjylland;2021-08-15;2
Sjælland;2021-08-15;1
Syddanmark;2021-08-15;7
Hovedstaden;2021-08-16;12
Midtjylland;2021-08-16;4
Nordjylland;2021-08-16;3
Sjælland;2021-08-16;4
Syddanmark;2021-08-16;5
Hovedstaden;2021-08-17;10
Midtjylland;2021-08-17;6
Nordjylland;2021-08-17;2
Sjælland;2021-08-17;3
Syddanmark;2021-08-17;5
Hovedstaden;2021-08-18;14
Midtjylland;2021-08-18;3
Nordjylland;2021-08-18;1
Sjælland;2021-08-18;8
Syddanmark;2021-08-18;8
Hovedstaden;2021-08-19;14
Midtjylland;2021-08-19;5
Nordjylland;2021-08-19;4
Sjælland;2021-08-19;4
Syddanmark;2021-08-19;4
Hovedstaden;2021-08-20;15
Midtjylland;2021-08-20;3
Nordjylland;2021-08-20;2
Sjælland;2021-08-20;2
Syddanmark;2021-08-20;6
Hovedstaden;2021-08-21;18
Midtjylland;2021-08-21;8
Nordjylland;2021-08-21;1
Sjælland;2021-08-21;6
Syddanmark;2021-08-21;6
Hovedstaden;2021-08-22;19
Midtjylland;2021-08-22;6
Nordjylland;2021-08-22;4
Sjælland;2021-08-22;3
Syddanmark;2021-08-22;2
Hovedstaden;2021-08-23;15
Midtjylland;2021-08-23;4
Sjælland;2021-08-23;1
Syddanmark;2021-08-23;5
Hovedstaden;2021-08-24;12
Midtjylland;2021-08-24;7
Nordjylland;2021-08-24;5
Sjælland;2021-08-24;6
Syddanmark;2021-08-24;4
Hovedstaden;2021-08-25;22
Midtjylland;2021-08-25;2
Nordjylland;2021-08-25;1
Sjælland;2021-08-25;4
Syddanmark;2021-08-25;3
Hovedstaden;2021-08-26;10
Midtjylland;2021-08-26;5
Nordjylland;2021-08-26;4
Sjælland;2021-08-26;5
Syddanmark;2021-08-26;3
Hovedstaden;2021-08-27;17
Midtjylland;2021-08-27;4
Nordjylland;2021-08-27;3
Sjælland;2021-08-27;6
Syddanmark;2021-08-27;6
Hovedstaden;2021-08-28;15
Midtjylland;2021-08-28;3
Nordjylland;2021-08-28;1
Sjælland;2021-08-28;1
Syddanmark;2021-08-28;6
Hovedstaden;2021-08-29;7
Midtjylland;2021-08-29;4
Nordjylland;2021-08-29;1
Sjælland;2021-08-29;4
Syddanmark;2021-08-29;2
Hovedstaden;2021-08-30;14
Midtjylland;2021-08-30;9
Nordjylland;2021-08-30;5
Sjælland;2021-08-30;4
Syddanmark;2021-08-30;6
Hovedstaden;2021-08-31;18
Midtjylland;2021-08-31;1
Nordjylland;2021-08-31;2
Sjælland;2021-08-31;3
Syddanmark;2021-08-31;4
Hovedstaden;2021-09-01;15
Midtjylland;2021-09-01;4
Nordjylland;2021-09-01;6
Sjælland;2021-09-01;2
Syddanmark;2021-09-01;2
Hovedstaden;2021-09-02;12
Midtjylland;2021-09-02;3
Nordjylland;2021-09-02;3
Sjælland;2021-09-02;3
Syddanmark;2021-09-02;6
Hovedstaden;2021-09-03;10
Midtjylland;2021-09-03;3
Nordjylland;2021-09-03;1
Sjælland;2021-09-03;2
Syddanmark;2021-09-03;2
Hovedstaden;2021-09-04;14
Midtjylland;2021-09-04;6
Nordjylland;2021-09-04;2
Sjælland;2021-09-04;3
Hovedstaden;2021-09-05;13
Midtjylland;2021-09-05;4
Nordjylland;2021-09-05;1
Sjælland;2021-09-05;2
Hovedstaden;2021-09-06;22
Midtjylland;2021-09-06;3
Nordjylland;2021-09-06;3
Syddanmark;2021-09-06;1
Hovedstaden;2021-09-07;14
Midtjylland;2021-09-07;8
Nordjylland;2021-09-07;2
Sjælland;2021-09-07;4
Syddanmark;2021-09-07;2
Hovedstaden;2021-09-08;13
Midtjylland;2021-09-08;7
Nordjylland;2021-09-08;1
Sjælland;2021-09-08;1
Syddanmark;2021-09-08;1
Hovedstaden;2021-09-09;12
Midtjylland;2021-09-09;4
Nordjylland;2021-09-09;1
Sjælland;2021-09-09;6
Syddanmark;2021-09-09;3
Hovedstaden;2021-09-10;7
Midtjylland;2021-09-10;4
Nordjylland;2021-09-10;1
Sjælland;2021-09-10;4
Syddanmark;2021-09-10;2
Hovedstaden;2021-09-11;7
Midtjylland;2021-09-11;2
Sjælland;2021-09-11;2
Hovedstaden;2021-09-12;5
Midtjylland;2021-09-12;5
Sjælland;2021-09-12;4
Syddanmark;2021-09-12;2
Hovedstaden;2021-09-13;10
Midtjylland;2021-09-13;5
Nordjylland;2021-09-13;3
Sjælland;2021-09-13;2
Syddanmark;2021-09-13;2
Hovedstaden;2021-09-14;5
Midtjylland;2021-09-14;2
Nordjylland;2021-09-14;1
Sjælland;2021-09-14;2
Hovedstaden;2021-09-15;8
Midtjylland;2021-09-15;1
Nordjylland;2021-09-15;2
Sjælland;2021-09-15;1
Syddanmark;2021-09-15;1
Hovedstaden;2021-09-16;7
Midtjylland;2021-09-16;2
Sjælland;2021-09-16;4
Syddanmark;2021-09-16;1
Hovedstaden;2021-09-17;6
Nordjylland;2021-09-17;2
Sjælland;2021-09-17;2
Syddanmark;2021-09-17;1
Hovedstaden;2021-09-18;3
Nordjylland;2021-09-18;1
Sjælland;2021-09-18;1
Syddanmark;2021-09-18;4
Hovedstaden;2021-09-19;3
Midtjylland;2021-09-19;2
Sjælland;2021-09-19;2
Syddanmark;2021-09-19;2
Hovedstaden;2021-09-20;8
Midtjylland;2021-09-20;2
Nordjylland;2021-09-20;2
Sjælland;2021-09-20;3
Syddanmark;2021-09-20;1
Hovedstaden;2021-09-21;6
Nordjylland;2021-09-21;3
Sjælland;2021-09-21;2
Syddanmark;2021-09-21;1
Hovedstaden;2021-09-22;4
Midtjylland;2021-09-22;1
Nordjylland;2021-09-22;3
Sjælland;2021-09-22;3
Hovedstaden;2021-09-23;5
Sjælland;2021-09-23;3
Syddanmark;2021-09-23;1
Hovedstaden;2021-09-24;3
Midtjylland;2021-09-24;2
Sjælland;2021-09-24;4
Syddanmark;2021-09-24;3
Hovedstaden;2021-09-25;6
Midtjylland;2021-09-25;1
Sjælland;2021-09-25;1
Syddanmark;2021-09-25;2
Hovedstaden;2021-09-26;9
Nordjylland;2021-09-26;1
Sjælland;2021-09-26;2
Syddanmark;2021-09-26;6
Hovedstaden;2021-09-27;4
Midtjylland;2021-09-27;1
Sjælland;2021-09-27;3
Syddanmark;2021-09-27;4
Hovedstaden;2021-09-28;3
Nordjylland;2021-09-28;1
Sjælland;2021-09-28;2
Syddanmark;2021-09-28;3
Hovedstaden;2021-09-29;6
Midtjylland;2021-09-29;3
Nordjylland;2021-09-29;4
Sjælland;2021-09-29;2
Syddanmark;2021-09-29;1
Hovedstaden;2021-09-30;6
Midtjylland;2021-09-30;2
Sjælland;2021-09-30;2
Syddanmark;2021-09-30;2
Hovedstaden;2021-10-01;9
Midtjylland;2021-10-01;2
Sjælland;2021-10-01;4
Syddanmark;2021-10-01;5
Hovedstaden;2021-10-02;4
Midtjylland;2021-10-02;1
Syddanmark;2021-10-02;1
Hovedstaden;2021-10-03;5
Midtjylland;2021-10-03;2
Sjælland;2021-10-03;1
Hovedstaden;2021-10-04;10
Midtjylland;2021-10-04;1
Nordjylland;2021-10-04;1
Sjælland;2021-10-04;4
Syddanmark;2021-10-04;1
Hovedstaden;2021-10-05;12
Midtjylland;2021-10-05;1
Nordjylland;2021-10-05;4
Sjælland;2021-10-05;3
Syddanmark;2021-10-05;1
Hovedstaden;2021-10-06;13
Sjælland;2021-10-06;5
Syddanmark;2021-10-06;2
Hovedstaden;2021-10-07;2
Midtjylland;2021-10-07;3
Nordjylland;2021-10-07;2
Sjælland;2021-10-07;2
Syddanmark;2021-10-07;1
Hovedstaden;2021-10-08;8
Midtjylland;2021-10-08;1
Sjælland;2021-10-08;2
Hovedstaden;2021-10-09;10
Midtjylland;2021-10-09;1
Nordjylland;2021-10-09;1
Sjælland;2021-10-09;2
Syddanmark;2021-10-09;2
Hovedstaden;2021-10-10;5
Midtjylland;2021-10-10;3
Nordjylland;2021-10-10;1
Sjælland;2021-10-10;4
Syddanmark;2021-10-10;1
Hovedstaden;2021-10-11;7
Midtjylland;2021-10-11;1
Nordjylland;2021-10-11;1
Sjælland;2021-10-11;4
Syddanmark;2021-10-11;4
Hovedstaden;2021-10-12;8
Midtjylland;2021-10-12;2
Sjælland;2021-10-12;3
Hovedstaden;2021-10-13;20
Midtjylland;2021-10-13;2
Nordjylland;2021-10-13;7
Sjælland;2021-10-13;3
Syddanmark;2021-10-13;4
Hovedstaden;2021-10-14;13
Midtjylland;2021-10-14;3
Nordjylland;2021-10-14;1
Sjælland;2021-10-14;3
Syddanmark;2021-10-14;3
Hovedstaden;2021-10-15;18
Midtjylland;2021-10-15;2
Nordjylland;2021-10-15;2
Sjælland;2021-10-15;5
Syddanmark;2021-10-15;2
Hovedstaden;2021-10-16;13
Midtjylland;2021-10-16;2
Nordjylland;2021-10-16;2
Sjælland;2021-10-16;5
Syddanmark;2021-10-16;1
Hovedstaden;2021-10-17;15
Midtjylland;2021-10-17;1
Sjælland;2021-10-17;3
Syddanmark;2021-10-17;1
Hovedstaden;2021-10-18;24
Midtjylland;2021-10-18;3
Nordjylland;2021-10-18;2
Sjælland;2021-10-18;3
Syddanmark;2021-10-18;3
Hovedstaden;2021-10-19;15
Midtjylland;2021-10-19;3
Sjælland;2021-10-19;2
Syddanmark;2021-10-19;1
Hovedstaden;2021-10-20;20
Midtjylland;2021-10-20;3
Nordjylland;2021-10-20;2
Sjælland;2021-10-20;6
Syddanmark;2021-10-20;5
Hovedstaden;2021-10-21;17
Midtjylland;2021-10-21;6
Nordjylland;2021-10-21;1
Sjælland;2021-10-21;5
Syddanmark;2021-10-21;4
Hovedstaden;2021-10-22;26
Midtjylland;2021-10-22;6
Nordjylland;2021-10-22;4
Sjælland;2021-10-22;4
Syddanmark;2021-10-22;1
Hovedstaden;2021-10-23;23
Midtjylland;2021-10-23;1
Nordjylland;2021-10-23;3
Sjælland;2021-10-23;2
Syddanmark;2021-10-23;3
Hovedstaden;2021-10-24;23
Midtjylland;2021-10-24;6
Nordjylland;2021-10-24;3
Sjælland;2021-10-24;7
Syddanmark;2021-10-24;4
Hovedstaden;2021-10-25;22
Midtjylland;2021-10-25;5
Nordjylland;2021-10-25;2
Sjælland;2021-10-25;3
Syddanmark;2021-10-25;4
Hovedstaden;2021-10-26;18
Midtjylland;2021-10-26;4
Nordjylland;2021-10-26;2
Sjælland;2021-10-26;8
Syddanmark;2021-10-26;4
Hovedstaden;2021-10-27;29
Midtjylland;2021-10-27;7
Nordjylland;2021-10-27;3
Sjælland;2021-10-27;10
Syddanmark;2021-10-27;2
Hovedstaden;2021-10-28;26
Midtjylland;2021-10-28;6
Nordjylland;2021-10-28;1
Sjælland;2021-10-28;6
Syddanmark;2021-10-28;3
Hovedstaden;2021-10-29;27
Midtjylland;2021-10-29;2
Nordjylland;2021-10-29;3
Sjælland;2021-10-29;8
Syddanmark;2021-10-29;7
Hovedstaden;2021-10-30;23
Midtjylland;2021-10-30;1
Nordjylland;2021-10-30;4
Sjælland;2021-10-30;8
Syddanmark;2021-10-30;5
Hovedstaden;2021-10-31;29
Midtjylland;2021-10-31;3
Nordjylland;2021-10-31;2
Sjælland;2021-10-31;4
Syddanmark;2021-10-31;7
Hovedstaden;2021-11-01;34
Midtjylland;2021-11-01;4
Nordjylland;2021-11-01;6
Sjælland;2021-11-01;10
Syddanmark;2021-11-01;8
Hovedstaden;2021-11-02;29
Midtjylland;2021-11-02;5
Nordjylland;2021-11-02;2
Sjælland;2021-11-02;11
Syddanmark;2021-11-02;9
Hovedstaden;2021-11-03;25
Midtjylland;2021-11-03;4
Nordjylland;2021-11-03;7
Sjælland;2021-11-03;5
Syddanmark;2021-11-03;9
Hovedstaden;2021-11-04;35
Midtjylland;2021-11-04;3
Nordjylland;2021-11-04;2
Sjælland;2021-11-04;12
Syddanmark;2021-11-04;10
Hovedstaden;2021-11-05;25
Midtjylland;2021-11-05;5
Nordjylland;2021-11-05;5
Sjælland;2021-11-05;7
Syddanmark;2021-11-05;4
Hovedstaden;2021-11-06;22
Midtjylland;2021-11-06;3
Nordjylland;2021-11-06;1
Sjælland;2021-11-06;7
Syddanmark;2021-11-06;8
Hovedstaden;2021-11-07;31
Midtjylland;2021-11-07;2
Nordjylland;2021-11-07;3
Sjælland;2021-11-07;9
Syddanmark;2021-11-07;12
Hovedstaden;2021-11-08;36
Midtjylland;2021-11-08;9
Nordjylland;2021-11-08;4
Sjælland;2021-11-08;6
Syddanmark;2021-11-08;8
Hovedstaden;2021-11-09;27
Midtjylland;2021-11-09;4
Nordjylland;2021-11-09;3
Sjælland;2021-11-09;5
Syddanmark;2021-11-09;12
Hovedstaden;2021-11-10;29
Midtjylland;2021-11-10;6
Nordjylland;2021-11-10;5
Sjælland;2021-11-10;19
Syddanmark;2021-11-10;8
Hovedstaden;2021-11-11;29
Midtjylland;2021-11-11;6
Nordjylland;2021-11-11;3
Sjælland;2021-11-11;11
Syddanmark;2021-11-11;15
Hovedstaden;2021-11-12;32
Midtjylland;2021-11-12;3
Nordjylland;2021-11-12;6
Sjælland;2021-11-12;18
Syddanmark;2021-11-12;17
Hovedstaden;2021-11-13;31
Midtjylland;2021-11-13;5
Nordjylland;2021-11-13;3
Sjælland;2021-11-13;14
Syddanmark;2021-11-13;6
Hovedstaden;2021-11-14;28
Midtjylland;2021-11-14;5
Nordjylland;2021-11-14;6
Sjælland;2021-11-14;18
Syddanmark;2021-11-14;9
Hovedstaden;2021-11-15;41
Midtjylland;2021-11-15;12
Nordjylland;2021-11-15;4
Sjælland;2021-11-15;13
Syddanmark;2021-11-15;14
Hovedstaden;2021-11-16;35
Midtjylland;2021-11-16;13
Nordjylland;2021-11-16;7
Sjælland;2021-11-16;13
Syddanmark;2021-11-16;15
Hovedstaden;2021-11-17;36
Midtjylland;2021-11-17;10
Nordjylland;2021-11-17;6
Sjælland;2021-11-17;15
Syddanmark;2021-11-17;9
Hovedstaden;2021-11-18;32
Midtjylland;2021-11-18;5
Nordjylland;2021-11-18;5
Sjælland;2021-11-18;16
Syddanmark;2021-11-18;17
Hovedstaden;2021-11-19;23
Midtjylland;2021-11-19;6
Nordjylland;2021-11-19;9
Sjælland;2021-11-19;24
Syddanmark;2021-11-19;14
Hovedstaden;2021-11-20;41
Midtjylland;2021-11-20;13
Nordjylland;2021-11-20;3
Sjælland;2021-11-20;11
Syddanmark;2021-11-20;13
Hovedstaden;2021-11-21;34
Midtjylland;2021-11-21;4
Nordjylland;2021-11-21;10
Sjælland;2021-11-21;8
Syddanmark;2021-11-21;15
Hovedstaden;2021-11-22;41
Midtjylland;2021-11-22;11
Nordjylland;2021-11-22;9
Sjælland;2021-11-22;11
Syddanmark;2021-11-22;15
Hovedstaden;2021-11-23;38
Midtjylland;2021-11-23;6
Nordjylland;2021-11-23;1
Sjælland;2021-11-23;22
Syddanmark;2021-11-23;14
Hovedstaden;2021-11-24;39
Midtjylland;2021-11-24;5
Nordjylland;2021-11-24;5
Sjælland;2021-11-24;16
Syddanmark;2021-11-24;7
Hovedstaden;2021-11-25;39
Midtjylland;2021-11-25;13
Nordjylland;2021-11-25;7
Sjælland;2021-11-25;12
Syddanmark;2021-11-25;14
Hovedstaden;2021-11-26;41
Midtjylland;2021-11-26;10
Nordjylland;2021-11-26;3
Sjælland;2021-11-26;12
Syddanmark;2021-11-26;19
Hovedstaden;2021-11-27;31
Midtjylland;2021-11-27;7
Nordjylland;2021-11-27;6
Sjælland;2021-11-27;13
Syddanmark;2021-11-27;15
Hovedstaden;2021-11-28;32
Midtjylland;2021-11-28;9
Nordjylland;2021-11-28;8
Sjælland;2021-11-28;18
Syddanmark;2021-11-28;8
Hovedstaden;2021-11-29;35
Midtjylland;2021-11-29;7
Nordjylland;2021-11-29;8
Sjælland;2021-11-29;16
Syddanmark;2021-11-29;15
Hovedstaden;2021-11-30;44
Midtjylland;2021-11-30;13
Nordjylland;2021-11-30;8
Sjælland;2021-11-30;14
Syddanmark;2021-11-30;18
Hovedstaden;2021-12-01;38
Midtjylland;2021-12-01;6
Nordjylland;2021-12-01;14
Sjælland;2021-12-01;15
Syddanmark;2021-12-01;8
Hovedstaden;2021-12-02;39
Midtjylland;2021-12-02;13
Nordjylland;2021-12-02;7
Sjælland;2021-12-02;15
Syddanmark;2021-12-02;13
Hovedstaden;2021-12-03;36
Midtjylland;2021-12-03;16
Nordjylland;2021-12-03;11
Sjælland;2021-12-03;18
Syddanmark;2021-12-03;18
Hovedstaden;2021-12-04;41
Midtjylland;2021-12-04;10
Nordjylland;2021-12-04;12
Sjælland;2021-12-04;14
Syddanmark;2021-12-04;11
Hovedstaden;2021-12-05;37
Midtjylland;2021-12-05;10
Nordjylland;2021-12-05;9
Sjælland;2021-12-05;10
Syddanmark;2021-12-05;13
Hovedstaden;2021-12-06;53
Midtjylland;2021-12-06;15
Nordjylland;2021-12-06;11
Sjælland;2021-12-06;19
Syddanmark;2021-12-06;10
Hovedstaden;2021-12-07;40
Midtjylland;2021-12-07;12
Nordjylland;2021-12-07;7
Sjælland;2021-12-07;20
Syddanmark;2021-12-07;11
Hovedstaden;2021-12-08;47
Midtjylland;2021-12-08;11
Nordjylland;2021-12-08;2
Sjælland;2021-12-08;22
Syddanmark;2021-12-08;12
Hovedstaden;2021-12-09;45
Midtjylland;2021-12-09;11
Sjælland;2021-12-09;13
Syddanmark;2021-12-09;8
Hovedstaden;2021-12-10;6
Sjælland;2021-12-10;2
Syddanmark;2021-12-10;1
